apno,aptype,issued,value
ELEC17-9432253,ELECTRICAL,2017-05-12T00:00:00.000,1200
ELEC16-9418812,ELECTRICAL,2016-06-24T00:00:00.000,250
ELEC17-9441764,ELECTRICAL,2017-10-23T00:00:00.000,2100
ELEC17-9441280,ELECTRICAL,2017-10-12T00:00:00.000,7000
ELEC17-9427407,ELECTRICAL,2017-02-24T00:00:00.000,2000
ELEC16-9422049,ELECTRICAL,2016-09-21T00:00:00.000,2500
ELEC17-9426230,ELECTRICAL,2017-01-19T00:00:00.000,1
ELEC17-9433859,ELECTRICAL,2017-06-28T00:00:00.000,1
ELEC16-9418527,ELECTRICAL,2016-07-12T00:00:00.000,300
ELEC17-9426425,ELECTRICAL,2017-01-26T00:00:00.000,500
ELEC17-9427138,ELECTRICAL,2017-02-16T00:00:00.000,1
ELEC16-9424532,ELECTRICAL,2016-11-20T00:00:00.000,1000
ELEC18-9447993,ELECTRICAL,2018-03-02T00:00:00.000,1500
ELEC17-9441946,ELECTRICAL,2017-10-26T00:00:00.000,400
ELEC18-9449652,ELECTRICAL,2018-04-16T00:00:00.000,1900
ELEC16-9425277,ELECTRICAL,2016-12-13T00:00:00.000,600
ELEC17-9426869,ELECTRICAL,2017-02-09T00:00:00.000,1600
ELEC16-9416049,ELECTRICAL,2016-04-11T00:00:00.000,2000
ELEC17-9435346,ELECTRICAL,2017-08-03T00:00:00.000,1000
ELEC17-9445099,ELECTRICAL,2017-12-28T00:00:00.000,3000
ELEC17-9425902,ELECTRICAL,2017-01-06T00:00:00.000,1800
ELEC17-9427531,ELECTRICAL,2017-03-07T00:00:00.000,225
ELEC17-9425898,ELECTRICAL,2017-01-05T00:00:00.000,200
ELEC16-9423350,ELECTRICAL,2016-10-21T00:00:00.000,500
ELEC17-9444497,ELECTRICAL,2017-12-08T00:00:00.000,900
ELEC18-9447500,ELECTRICAL,2018-02-17T00:00:00.000,5000
ELEC18-9447521,ELECTRICAL,2018-02-20T00:00:00.000,1100
ELEC17-9427788,ELECTRICAL,2017-03-08T00:00:00.000,200
ELEC17-9435666,ELECTRICAL,2017-08-10T00:00:00.000,175
ELEC16-9424756,ELECTRICAL,2016-11-29T00:00:00.000,200
ELEC16-9424766,ELECTRICAL,2016-11-29T00:00:00.000,2000
ELEC18-9449059,ELECTRICAL,2018-03-29T00:00:00.000,2000
ELEC17-9442385,ELECTRICAL,2017-11-08T00:00:00.000,1
ELEC17-9426836,ELECTRICAL,2017-02-07T00:00:00.000,900
ELEC18-9448405,ELECTRICAL,2018-03-14T00:00:00.000,1
ELEC16-9416169,ELECTRICAL,2016-04-14T00:00:00.000,3500
ELEC16-9425100,ELECTRICAL,2016-12-07T00:00:00.000,1500
ELEC16-9420254,ELECTRICAL,2016-08-04T00:00:00.000,400
ELEC16-9421118,ELECTRICAL,2016-08-26T00:00:00.000,1
ELEC17-9430334,ELECTRICAL,2017-05-05T00:00:00.000,2000
ELEC16-9419315,ELECTRICAL,2016-07-07T00:00:00.000,500
ELEC16-9421874,ELECTRICAL,2016-09-27T00:00:00.000,250
231309,ELECTRICAL,2016-06-27T00:00:00.000,1500
ELEC16-9424282,ELECTRICAL,2016-11-15T00:00:00.000,1
ELEC17-9442648,ELECTRICAL,2017-11-14T00:00:00.000,1600
ELEC17-9432702,ELECTRICAL,2017-05-25T00:00:00.000,1300
ELEC16-9417305,ELECTRICAL,2016-06-16T00:00:00.000,0
ELEC17-9431589,ELECTRICAL,2017-04-28T00:00:00.000,300
ELEC17-9432028,ELECTRICAL,2017-05-09T00:00:00.000,1500
ELEC18-9450398,ELECTRICAL,2018-05-03T00:00:00.000,300
ELEC17-9444596,ELECTRICAL,2017-12-12T00:00:00.000,1800
ELEC16-9421955,ELECTRICAL,2016-09-19T00:00:00.000,2000
ELEC17-9433394,ELECTRICAL,2017-06-13T00:00:00.000,4000
ELEC17-9432626,ELECTRICAL,2017-05-23T00:00:00.000,2150
ELEC17-9444861,ELECTRICAL,2017-12-20T00:00:00.000,1500
ELEC18-9450316,ELECTRICAL,2018-05-01T00:00:00.000,4000
ELEC16-9420306,ELECTRICAL,2016-08-05T00:00:00.000,1
ELEC17-9444310,ELECTRICAL,2017-12-04T00:00:00.000,1
ELEC18-9446188,ELECTRICAL,2018-01-04T00:00:00.000,1
ELEC17-9432257,ELECTRICAL,2017-05-12T00:00:00.000,600
ELEC16-9424251,ELECTRICAL,2016-11-15T00:00:00.000,600
ELEC16-9424339,ELECTRICAL,2016-11-15T00:00:00.000,1500
ELEC18-9448381,ELECTRICAL,2018-03-14T00:00:00.000,1
ELEC17-9441281,ELECTRICAL,2017-10-12T00:00:00.000,300
ELEC16-9420125,ELECTRICAL,2016-08-01T00:00:00.000,1100
ELEC17-9433211,ELECTRICAL,2017-06-08T00:00:00.000,1000
ELEC16-9418622,ELECTRICAL,2016-06-20T00:00:00.000,2000
ELEC16-9423573,ELECTRICAL,2016-10-27T00:00:00.000,6900
ELEC16-9425211,ELECTRICAL,2016-12-09T00:00:00.000,1500
ELEC16-9420218,ELECTRICAL,2016-08-03T00:00:00.000,1000
ELEC16-9421776,ELECTRICAL,2016-09-14T00:00:00.000,13500
ELEC17-9441479,ELECTRICAL,2017-10-17T00:00:00.000,750
ELEC17-9443085,ELECTRICAL,2017-11-28T00:00:00.000,300
ELEC17-9445132,ELECTRICAL,2017-12-29T00:00:00.000,1100
ELEC16-9424071,ELECTRICAL,2016-11-09T00:00:00.000,500
ELEC16-9424979,ELECTRICAL,2016-12-07T00:00:00.000,1200
ELEC16-9423096,ELECTRICAL,2016-10-14T00:00:00.000,1200
ELEC16-9421472,ELECTRICAL,2016-09-07T00:00:00.000,200
ELEC17-9435993,ELECTRICAL,2017-08-16T00:00:00.000,200
ELEC16-9415951,ELECTRICAL,2016-04-08T00:00:00.000,1
ELEC16-9422273,ELECTRICAL,2016-09-27T00:00:00.000,2000
ELEC18-9449115,ELECTRICAL,2018-04-02T00:00:00.000,3000
ELEC17-9437696,ELECTRICAL,2017-09-01T00:00:00.000,1400
ELEC18-9450197,ELECTRICAL,2018-04-30T00:00:00.000,1900
ELEC18-9450631,ELECTRICAL,2018-05-09T00:00:00.000,1100
ELEC17-9434296,ELECTRICAL,2017-07-07T00:00:00.000,50000
ELEC16-9424793,ELECTRICAL,2016-12-01T00:00:00.000,1
ELEC17-9425982,ELECTRICAL,2017-01-10T00:00:00.000,2000
234076,ELECTRICAL,2016-03-30T00:00:00.000,600
ELEC17-9427751,ELECTRICAL,2017-03-07T00:00:00.000,10000
ELEC17-9427553,ELECTRICAL,2017-03-07T00:00:00.000,1797
ELEC16-9423306,ELECTRICAL,2016-10-19T00:00:00.000,1500
ELEC17-9442984,ELECTRICAL,2017-11-22T00:00:00.000,400
ELEC18-9448865,ELECTRICAL,2018-03-26T00:00:00.000,1
ELEC17-9433173,ELECTRICAL,2017-06-07T00:00:00.000,1800
ELEC17-9441212,ELECTRICAL,2017-10-11T00:00:00.000,1
ELEC17-9434203,ELECTRICAL,2017-07-06T00:00:00.000,1500
ELEC17-9444653,ELECTRICAL,2017-12-13T00:00:00.000,1000
ELEC17-9427831,ELECTRICAL,2017-03-08T00:00:00.000,257
ELEC16-9416935,ELECTRICAL,2016-05-03T00:00:00.000,1
ELEC17-9433674,ELECTRICAL,2017-07-13T00:00:00.000,700
ELEC16-9423504,ELECTRICAL,2016-10-26T00:00:00.000,1200
ELEC17-9445065,ELECTRICAL,2017-12-28T00:00:00.000,700
ELEC17-9444529,ELECTRICAL,2017-12-08T00:00:00.000,300
ELEC16-9415977,ELECTRICAL,2016-04-08T00:00:00.000,900
ELEC18-9448095,ELECTRICAL,2018-03-06T00:00:00.000,1500
ELEC16-9416410,ELECTRICAL,2016-04-19T00:00:00.000,2500
ELEC18-9449534,ELECTRICAL,2018-04-12T00:00:00.000,200
ELEC16-9424244,ELECTRICAL,2016-11-14T00:00:00.000,3000
ELEC16-9417679,ELECTRICAL,2016-05-23T00:00:00.000,1
ELEC18-9447387,ELECTRICAL,2018-02-13T00:00:00.000,1500
ELEC17-9440012,ELECTRICAL,2017-10-04T00:00:00.000,1000
ELEC18-9449584,ELECTRICAL,2018-04-17T00:00:00.000,300
ELEC16-9415721,ELECTRICAL,2016-04-04T00:00:00.000,1500
ELEC17-9438604,ELECTRICAL,2017-09-25T00:00:00.000,1500
ELEC17-9429724,ELECTRICAL,2017-04-04T00:00:00.000,3100
ELEC17-9434729,ELECTRICAL,2017-07-18T00:00:00.000,9000
ELEC17-9432418,ELECTRICAL,2017-05-17T00:00:00.000,1200
ELEC17-9433278,ELECTRICAL,2017-06-12T00:00:00.000,1
ELEC17-9442357,ELECTRICAL,2017-11-07T00:00:00.000,800
ELEC18-9446607,ELECTRICAL,2018-01-26T00:00:00.000,8995
ELEC17-9435153,ELECTRICAL,2017-07-28T00:00:00.000,2000
ELEC17-9444835,ELECTRICAL,2017-12-19T00:00:00.000,200
ELEC17-9431705,ELECTRICAL,2017-05-01T00:00:00.000,2000
ELEC16-9415796,ELECTRICAL,2016-04-06T00:00:00.000,130000
ELEC16-9423293,ELECTRICAL,2016-10-19T00:00:00.000,225
ELEC17-9443023,ELECTRICAL,2017-11-24T00:00:00.000,5000
ELEC17-9441690,ELECTRICAL,2017-10-23T00:00:00.000,2400
ELEC16-9418677,ELECTRICAL,2016-06-21T00:00:00.000,1500
ELEC17-9428228,ELECTRICAL,2017-03-21T00:00:00.000,5000
ELEC17-9434804,ELECTRICAL,2017-07-20T00:00:00.000,300
ELEC16-9421605,ELECTRICAL,2016-09-09T00:00:00.000,3000
ELEC17-9432999,ELECTRICAL,2017-06-03T00:00:00.000,900
ELEC16-9415646,ELECTRICAL,2016-04-01T00:00:00.000,1
ELEC17-9442903,ELECTRICAL,2017-11-21T00:00:00.000,2650
ELEC16-9422294,ELECTRICAL,2016-09-27T00:00:00.000,711.77
ELEC17-9444994,ELECTRICAL,2017-12-26T00:00:00.000,1400
ELEC17-9430153,ELECTRICAL,2017-04-17T00:00:00.000,1500
ELEC18-9450724,ELECTRICAL,2018-05-14T00:00:00.000,1
ELEC16-9417781,ELECTRICAL,2016-05-25T00:00:00.000,1100
ELEC17-9444634,ELECTRICAL,2017-12-13T00:00:00.000,1500
ELEC17-9433653,ELECTRICAL,2017-06-20T00:00:00.000,1950
ELEC17-9427837,ELECTRICAL,2017-03-08T00:00:00.000,650
ELEC18-9449938,ELECTRICAL,2018-04-30T00:00:00.000,6000
ELEC16-9421545,ELECTRICAL,2016-09-08T00:00:00.000,750
ELEC16-9423862,ELECTRICAL,2016-11-03T00:00:00.000,1200
ELEC17-9433493,ELECTRICAL,2017-06-16T00:00:00.000,1
ELEC17-9434630,ELECTRICAL,2017-07-17T00:00:00.000,2800
ELEC16-9424601,ELECTRICAL,2016-11-21T00:00:00.000,4000
ELEC17-9444400,ELECTRICAL,2017-12-05T00:00:00.000,300
ELEC17-9434263,ELECTRICAL,2017-07-07T00:00:00.000,500
ELEC18-9450540,ELECTRICAL,2018-05-07T00:00:00.000,1000
ELEC16-9424375,ELECTRICAL,2016-11-16T00:00:00.000,1800
ELEC17-9432290,ELECTRICAL,2017-05-15T00:00:00.000,500
ELEC18-9446455,ELECTRICAL,2018-01-16T00:00:00.000,1000
ELEC16-9418452,ELECTRICAL,2016-06-20T00:00:00.000,1
ELEC18-9448516,ELECTRICAL,2018-03-16T00:00:00.000,2000
ELEC17-9444961,ELECTRICAL,2017-12-21T00:00:00.000,1000
ELEC17-9437564,ELECTRICAL,2017-08-30T00:00:00.000,1500
ELEC16-9416292,ELECTRICAL,2016-04-18T00:00:00.000,1850
ELEC16-9425473,ELECTRICAL,2016-12-19T00:00:00.000,1200
ELEC17-9442600,ELECTRICAL,2017-11-14T00:00:00.000,4000
ELEC17-9435767,ELECTRICAL,2017-08-10T00:00:00.000,2150
ELEC18-9449428,ELECTRICAL,2018-04-10T00:00:00.000,55500
ELEC16-9420808,ELECTRICAL,2016-08-17T00:00:00.000,1500
ELEC17-9428072,ELECTRICAL,2017-04-03T00:00:00.000,225
ELEC17-9426670,ELECTRICAL,2017-02-02T00:00:00.000,1200
ELEC18-9450294,ELECTRICAL,2018-05-01T00:00:00.000,1
ELEC16-9423438,ELECTRICAL,2016-10-25T00:00:00.000,1
ELEC17-9429696,ELECTRICAL,2017-04-04T00:00:00.000,1100
ELEC17-9430408,ELECTRICAL,2017-04-21T00:00:00.000,2300
ELEC17-9441480,ELECTRICAL,2017-10-17T00:00:00.000,750
ELEC18-9446619,ELECTRICAL,2018-01-26T00:00:00.000,1000
ELEC16-9419658,ELECTRICAL,2016-07-19T00:00:00.000,900
ELEC17-9438980,ELECTRICAL,2017-10-03T00:00:00.000,1000
ELEC17-9444251,ELECTRICAL,2017-12-01T00:00:00.000,2400
ELEC18-9447142,ELECTRICAL,2018-02-06T00:00:00.000,400
ELEC17-9434001,ELECTRICAL,2017-06-29T00:00:00.000,1800
ELEC16-9423441,ELECTRICAL,2016-10-25T00:00:00.000,1400
ELEC16-9425135,ELECTRICAL,2016-12-08T00:00:00.000,300
ELEC16-9422946,ELECTRICAL,2016-10-12T00:00:00.000,1100
ELEC17-9444449,ELECTRICAL,2017-12-06T00:00:00.000,1000
ELEC16-9418881,ELECTRICAL,2016-06-27T00:00:00.000,1
ELEC17-9438409,ELECTRICAL,2017-09-20T00:00:00.000,1865
ELEC18-9446317,ELECTRICAL,2018-01-09T00:00:00.000,1
ELEC17-9442033,ELECTRICAL,2017-10-30T00:00:00.000,1500
ELEC17-9438696,ELECTRICAL,2017-09-27T00:00:00.000,1
ELEC16-9417251,ELECTRICAL,2016-05-12T00:00:00.000,1
ELEC18-9449314,ELECTRICAL,2018-04-07T00:00:00.000,2950
ELEC17-9426102,ELECTRICAL,2017-01-17T00:00:00.000,1200
ELEC16-9417898,ELECTRICAL,2016-05-27T00:00:00.000,1
ELEC17-9438003,ELECTRICAL,2017-09-11T00:00:00.000,2200
ELEC16-9418479,ELECTRICAL,2016-06-15T00:00:00.000,1
ELEC17-9441879,ELECTRICAL,2017-10-25T00:00:00.000,1
ELEC17-9434416,ELECTRICAL,2017-07-11T00:00:00.000,750
ELEC16-9417473,ELECTRICAL,2016-05-18T00:00:00.000,1
ELEC17-9434363,ELECTRICAL,2017-07-11T00:00:00.000,1
ELEC17-9437820,ELECTRICAL,2017-09-07T00:00:00.000,1000
ELEC16-9421694,ELECTRICAL,2016-09-13T00:00:00.000,1500
ELEC16-9415786,ELECTRICAL,2016-04-05T00:00:00.000,1200
ELEC17-9427589,ELECTRICAL,2017-03-02T00:00:00.000,5000
ELEC16-9418112,ELECTRICAL,2016-06-03T00:00:00.000,1500
ELEC17-9427218,ELECTRICAL,2017-02-21T00:00:00.000,2000
ELEC17-9435266,ELECTRICAL,2017-07-31T00:00:00.000,1000
ELEC18-9446948,ELECTRICAL,2018-01-31T00:00:00.000,1800
ELEC17-9428229,ELECTRICAL,2017-03-21T00:00:00.000,300
ELEC16-9417015,ELECTRICAL,2016-05-05T00:00:00.000,1
ELEC17-9442068,ELECTRICAL,2017-10-31T00:00:00.000,1100
ELEC18-9447797,ELECTRICAL,2018-02-26T00:00:00.000,1
ELEC16-9417284,ELECTRICAL,2016-05-12T00:00:00.000,1500
ELEC16-9418638,ELECTRICAL,2016-06-20T00:00:00.000,500
ELEC17-9435869,ELECTRICAL,2017-08-15T00:00:00.000,1
233035,ELECTRICAL,2016-03-30T00:00:00.000,3000
ELEC16-9424365,ELECTRICAL,2016-12-06T00:00:00.000,350
ELEC17-9435931,ELECTRICAL,2017-08-15T00:00:00.000,825
ELEC17-9438274,ELECTRICAL,2017-09-18T00:00:00.000,1300
ELEC16-9420468,ELECTRICAL,2016-08-10T00:00:00.000,1000
ELEC17-9438469,ELECTRICAL,2017-09-21T00:00:00.000,1100
ELEC18-9448371,ELECTRICAL,2018-03-13T00:00:00.000,1100
234131,ELECTRICAL,2016-03-30T00:00:00.000,2500
ELEC16-9423009,ELECTRICAL,2016-10-13T00:00:00.000,1500
ELEC16-9419028,ELECTRICAL,2016-06-29T00:00:00.000,74000
ELEC16-9425764,ELECTRICAL,2016-12-30T00:00:00.000,1400
ELEC16-9421058,ELECTRICAL,2016-08-25T00:00:00.000,1500
ELEC17-9435589,ELECTRICAL,2017-08-08T00:00:00.000,1700
ELEC16-9422879,ELECTRICAL,2016-10-14T00:00:00.000,1200
ELEC17-9427706,ELECTRICAL,2017-03-05T00:00:00.000,1500
ELEC17-9433789,ELECTRICAL,2017-06-23T00:00:00.000,2000
ELEC16-9415650,ELECTRICAL,2016-04-05T00:00:00.000,300
ELEC18-9450663,ELECTRICAL,2018-05-09T00:00:00.000,400
ELEC18-9449818,ELECTRICAL,2018-04-20T00:00:00.000,250
ELEC16-9418041,ELECTRICAL,2016-06-01T00:00:00.000,600
ELEC18-9446683,ELECTRICAL,2018-01-25T00:00:00.000,1
ELEC18-9447539,ELECTRICAL,2018-02-20T00:00:00.000,500
ELEC17-9442563,ELECTRICAL,2017-11-13T00:00:00.000,1665
ELEC17-9438894,ELECTRICAL,2017-10-02T00:00:00.000,500
ELEC17-9426585,ELECTRICAL,2017-01-31T00:00:00.000,1
ELEC16-9420108,ELECTRICAL,2016-08-01T00:00:00.000,500
ELEC17-9434899,ELECTRICAL,2017-07-25T00:00:00.000,1
ELEC17-9425798,ELECTRICAL,2017-01-03T00:00:00.000,200
ELEC18-9449243,ELECTRICAL,2018-04-05T00:00:00.000,1
ELEC16-9415692,ELECTRICAL,2016-04-04T00:00:00.000,200
ELEC16-9417649,ELECTRICAL,2016-05-23T00:00:00.000,1200
ELEC17-9435079,ELECTRICAL,2017-07-27T00:00:00.000,1400
ELEC17-9441558,ELECTRICAL,2017-10-18T00:00:00.000,2200
ELEC17-9426173,ELECTRICAL,2017-01-17T00:00:00.000,9900
ELEC17-9442200,ELECTRICAL,2017-11-02T00:00:00.000,300
ELEC17-9432133,ELECTRICAL,2017-05-10T00:00:00.000,1800
ELEC17-9429469,ELECTRICAL,2017-03-28T00:00:00.000,500
ELEC17-9442917,ELECTRICAL,2017-11-21T00:00:00.000,1100
ELEC16-9423762,ELECTRICAL,2016-11-02T00:00:00.000,1000
ELEC16-9415511,ELECTRICAL,2016-04-06T00:00:00.000,1
ELEC17-9427865,ELECTRICAL,2017-03-09T00:00:00.000,1
ELEC16-9424472,ELECTRICAL,2016-11-17T00:00:00.000,1500
ELEC16-9423180,ELECTRICAL,2016-10-18T00:00:00.000,1000
ELEC18-9447643,ELECTRICAL,2018-02-22T00:00:00.000,2325
ELEC16-9425038,ELECTRICAL,2016-12-06T00:00:00.000,500
ELEC16-9421379,ELECTRICAL,2016-09-02T00:00:00.000,5200
ELEC17-9442708,ELECTRICAL,2017-11-15T00:00:00.000,1500
ELEC17-9429913,ELECTRICAL,2017-04-08T00:00:00.000,200
ELEC17-9431548,ELECTRICAL,2017-04-28T00:00:00.000,1000
ELEC16-9422467,ELECTRICAL,2016-10-03T00:00:00.000,1000
ELEC17-9437498,ELECTRICAL,2017-08-29T00:00:00.000,1500
ELEC16-9419146,ELECTRICAL,2016-07-05T00:00:00.000,2000
ELEC17-9426667,ELECTRICAL,2017-02-02T00:00:00.000,200
ELEC17-9435782,ELECTRICAL,2017-08-11T00:00:00.000,1500
ELEC18-9446398,ELECTRICAL,2018-01-11T00:00:00.000,1500
ELEC18-9447910,ELECTRICAL,2018-03-01T00:00:00.000,2000
ELEC16-9425721,ELECTRICAL,2016-12-29T00:00:00.000,1000
ELEC17-9442893,ELECTRICAL,2017-11-29T00:00:00.000,300
ELEC17-9426302,ELECTRICAL,2017-01-20T00:00:00.000,1
ELEC17-9444755,ELECTRICAL,2017-12-18T00:00:00.000,1
ELEC17-9428021,ELECTRICAL,2017-03-15T00:00:00.000,4000
ELEC18-9450128,ELECTRICAL,2018-04-27T00:00:00.000,1
ELEC18-9450465,ELECTRICAL,2018-05-04T00:00:00.000,2500
ELEC17-9428029,ELECTRICAL,2017-03-15T00:00:00.000,1500
ELEC16-9420692,ELECTRICAL,2016-08-16T00:00:00.000,1
ELEC16-9425645,ELECTRICAL,2016-12-27T00:00:00.000,500
ELEC16-9420489,ELECTRICAL,2016-08-11T00:00:00.000,18000
ELEC16-9415862,ELECTRICAL,2016-04-07T00:00:00.000,1
ELEC16-9418858,ELECTRICAL,2016-06-24T00:00:00.000,10000
ELEC17-9434953,ELECTRICAL,2017-07-24T00:00:00.000,1000
ELEC18-9447231,ELECTRICAL,2018-02-08T00:00:00.000,200
ELEC17-9426838,ELECTRICAL,2017-02-08T00:00:00.000,100
ELEC16-9416176,ELECTRICAL,2016-04-14T00:00:00.000,5288
ELEC17-9433473,ELECTRICAL,2017-06-15T00:00:00.000,1
ELEC18-9446542,ELECTRICAL,2018-01-18T00:00:00.000,250
ELEC16-9418408,ELECTRICAL,2016-06-14T00:00:00.000,1500
ELEC17-9442689,ELECTRICAL,2017-11-15T00:00:00.000,1700
ELEC17-9427956,ELECTRICAL,2017-03-13T00:00:00.000,1100
ELEC17-9444376,ELECTRICAL,2017-12-05T00:00:00.000,850
ELEC16-9421037,ELECTRICAL,2016-08-24T00:00:00.000,6000
ELEC17-9427786,ELECTRICAL,2017-03-07T00:00:00.000,500
ELEC17-9441880,ELECTRICAL,2017-10-25T00:00:00.000,1
ELEC16-9422227,ELECTRICAL,2016-09-26T00:00:00.000,9000
ELEC17-9432656,ELECTRICAL,2017-06-01T00:00:00.000,2275
ELEC17-9433264,ELECTRICAL,2017-06-09T00:00:00.000,400
ELEC16-9423698,ELECTRICAL,2016-10-31T00:00:00.000,3000
ELEC16-9415535,ELECTRICAL,2016-03-29T00:00:00.000,1100
ELEC17-9441407,ELECTRICAL,2017-10-16T00:00:00.000,1000
ELEC16-9420095,ELECTRICAL,2016-07-31T00:00:00.000,500
ELEC17-9433224,ELECTRICAL,2017-06-09T00:00:00.000,1500
ELEC16-9418602,ELECTRICAL,2016-06-17T00:00:00.000,7000
ELEC17-9434361,ELECTRICAL,2017-07-11T00:00:00.000,1000
ELEC18-9449611,ELECTRICAL,2018-04-16T00:00:00.000,2999
ELEC17-9441330,ELECTRICAL,2017-10-13T00:00:00.000,1
ELEC16-9420050,ELECTRICAL,2016-07-28T00:00:00.000,500
ELEC16-9421367,ELECTRICAL,2016-09-01T00:00:00.000,2500
ELEC17-9432757,ELECTRICAL,2017-06-01T00:00:00.000,1525
ELEC17-9434736,ELECTRICAL,2017-07-19T00:00:00.000,4600
ELEC16-9418043,ELECTRICAL,2016-06-02T00:00:00.000,1
ELEC16-9421964,ELECTRICAL,2016-09-19T00:00:00.000,3710
ELEC18-9448884,ELECTRICAL,2018-03-26T00:00:00.000,2085
ELEC16-9421879,ELECTRICAL,2016-09-19T00:00:00.000,1
ELEC17-9428290,ELECTRICAL,2017-04-03T00:00:00.000,225
ELEC18-9450394,ELECTRICAL,2018-05-02T00:00:00.000,2000
ELEC17-9437896,ELECTRICAL,2017-09-08T00:00:00.000,2448
ELEC17-9442407,ELECTRICAL,2017-11-08T00:00:00.000,1200
ELEC18-9446866,ELECTRICAL,2018-01-29T00:00:00.000,1
ELEC16-9419666,ELECTRICAL,2016-07-20T00:00:00.000,1
ELEC16-9420617,ELECTRICAL,2016-08-15T00:00:00.000,2000
ELEC16-9424157,ELECTRICAL,2016-11-14T00:00:00.000,1500
ELEC18-9449525,ELECTRICAL,2018-04-12T00:00:00.000,2500
ELEC17-9437185,ELECTRICAL,2017-08-23T00:00:00.000,1
ELEC16-9421212,ELECTRICAL,2016-08-30T00:00:00.000,1
ELEC17-9426005,ELECTRICAL,2017-01-11T00:00:00.000,1
ELEC17-9427397,ELECTRICAL,2017-02-23T00:00:00.000,200
ELEC17-9434201,ELECTRICAL,2017-07-06T00:00:00.000,2000
ELEC18-9449079,ELECTRICAL,2018-03-30T00:00:00.000,400
ELEC17-9433322,ELECTRICAL,2017-06-12T00:00:00.000,800
ELEC17-9426349,ELECTRICAL,2017-01-23T00:00:00.000,3000
ELEC17-9437785,ELECTRICAL,2017-09-06T00:00:00.000,800
ELEC16-9423013,ELECTRICAL,2016-10-13T00:00:00.000,1200
ELEC17-9435819,ELECTRICAL,2017-08-11T00:00:00.000,500
ELEC17-9438520,ELECTRICAL,2017-09-22T00:00:00.000,2285
ELEC17-9426505,ELECTRICAL,2017-01-28T00:00:00.000,4800
ELEC17-9445131,ELECTRICAL,2017-12-29T00:00:00.000,2300
ELEC17-9437359,ELECTRICAL,2017-08-25T00:00:00.000,2000
ELEC17-9444896,ELECTRICAL,2017-12-20T00:00:00.000,350
ELEC18-9446941,ELECTRICAL,2018-01-31T00:00:00.000,1350
ELEC17-9432832,ELECTRICAL,2017-05-31T00:00:00.000,1500
ELEC18-9449172,ELECTRICAL,2018-04-03T00:00:00.000,650
ELEC16-9420006,ELECTRICAL,2016-07-27T00:00:00.000,975
ELEC17-9437469,ELECTRICAL,2017-08-28T00:00:00.000,2200
ELEC17-9441786,ELECTRICAL,2017-10-24T00:00:00.000,1
ELEC17-9433449,ELECTRICAL,2017-06-14T00:00:00.000,1500
ELEC18-9446259,ELECTRICAL,2018-01-07T00:00:00.000,1000
ELEC18-9446936,ELECTRICAL,2018-01-30T00:00:00.000,990
ELEC17-9443226,ELECTRICAL,2017-12-01T00:00:00.000,200
ELEC17-9434640,ELECTRICAL,2017-07-17T00:00:00.000,200
ELEC17-9433805,ELECTRICAL,2017-06-26T00:00:00.000,1200
ELEC17-9427642,ELECTRICAL,2017-03-02T00:00:00.000,200
ELEC18-9450575,ELECTRICAL,2018-05-10T00:00:00.000,1
ELEC17-9428185,ELECTRICAL,2017-03-21T00:00:00.000,1300
ELEC16-9419918,ELECTRICAL,2016-07-26T00:00:00.000,1800
ELEC18-9448969,ELECTRICAL,2018-03-28T00:00:00.000,1
ELEC17-9442134,ELECTRICAL,2017-11-01T00:00:00.000,1000
ELEC16-9419656,ELECTRICAL,2016-07-18T00:00:00.000,15000
ELEC18-9448076,ELECTRICAL,2018-03-06T00:00:00.000,1900
ELEC16-9422320,ELECTRICAL,2016-09-28T00:00:00.000,1000
ELEC18-9449242,ELECTRICAL,2018-04-05T00:00:00.000,1
ELEC16-9425178,ELECTRICAL,2016-12-12T00:00:00.000,12000
ELEC16-9420459,ELECTRICAL,2016-08-10T00:00:00.000,1000
ELEC16-9420206,ELECTRICAL,2016-08-03T00:00:00.000,1500
ELEC16-9418283,ELECTRICAL,2016-06-09T00:00:00.000,250
ELEC17-9435935,ELECTRICAL,2017-08-15T00:00:00.000,1500
ELEC17-9434394,ELECTRICAL,2017-07-10T00:00:00.000,1500
ELEC16-9423670,ELECTRICAL,2016-10-31T00:00:00.000,2450
ELEC16-9417342,ELECTRICAL,2016-05-13T00:00:00.000,1
ELEC16-9418410,ELECTRICAL,2016-06-14T00:00:00.000,1
ELEC17-9444752,ELECTRICAL,2017-12-18T00:00:00.000,150
ELEC17-9443073,ELECTRICAL,2017-11-27T00:00:00.000,3500
ELEC16-9417859,ELECTRICAL,2016-05-26T00:00:00.000,1
ELEC16-9421279,ELECTRICAL,2016-08-30T00:00:00.000,1600
ELEC16-9419409,ELECTRICAL,2016-07-12T00:00:00.000,1100
ELEC18-9446804,ELECTRICAL,2018-01-26T00:00:00.000,700
ELEC17-9437047,ELECTRICAL,2017-08-18T00:00:00.000,1
234128,ELECTRICAL,2016-03-30T00:00:00.000,1600
ELEC16-9425388,ELECTRICAL,2016-12-16T00:00:00.000,2000
ELEC16-9425535,ELECTRICAL,2016-12-21T00:00:00.000,7000
ELEC17-9431847,ELECTRICAL,2017-05-03T00:00:00.000,2200
ELEC16-9423886,ELECTRICAL,2016-11-04T00:00:00.000,2500
ELEC16-9423135,ELECTRICAL,2016-10-17T00:00:00.000,17771
